"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Jahmyr Gibbs","DET","rb","6","17","306.4","69","0","0","0","0","0","0","284.8433","1297.339","12.2818","88.724","72.5537","515.1016","3.0312","4.6345","2.1264","0.6335","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Jonathan Taylor","IND","rb","13","17","293.6","65","0","0","0","0","0","0","322.0777","1457.4788","13.9425","60.7398","49.974","339.7827","1.4336","4.8946","2.2136","0.5498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Bijan Robinson","ATL","rb","11","17","292.6","64","0","0","0","0","0","0","259.1903","1176.0199","8.5455","107.8332","86.8178","633.0866","3.3246","4.4413","2.0586","0.572","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Christian McCaffrey","SF","rb","8","17","284.5","62","0","0","0","0","0","0","257.5708","1092.2641","8.4364","95.1595","78.7968","623.156","4.2959","4.3329","2.0013","0.5912","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","James Cook","BUF","rb","7","17","266.1","56","0","0","0","0","0","0","303.3759","1383.2016","11.9326","49.0995","39.6692","291.6926","1.6936","4.5306","2.041","0.5491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","De'Von Achane","MIA","rb","6","17","258.9","53","0","0","0","0","0","0","248.1718","1196.7625","8.8666","74.0493","60.2107","433.3213","2.5547","4.0054","1.8348","0.4562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Ashton Jeanty","LV","rb","13","17","246","49","0","0","0","0","0","0","293.6974","1224.6201","7.2202","70.3996","58.603","399.3292","2.3673","4.6038","2.0961","0.4903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Chase Brown","CIN","rb","6","17","240.1","47","0","0","0","0","0","0","236.9007","1036.5205","6.9583","79.1514","64.4292","453.1296","3.2655","3.8985","1.7928","0.5753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Kenneth Walker III","KC","rb","5","17","235.3","45","0","0","0","0","0","0","263.4639","1146.327","8.4742","63.3583","53.1995","372.6777","1.4436","4.1367","1.8841","0.5229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Derrick Henry","BLT","rb","13","17","228.5","43","0","0","0","0","0","0","275.5778","1315.6768","11.9193","23.2832","19.1325","137.5326","0.7874","3.9333","1.7535","0.4256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Saquon Barkley","PHI","rb","10","17","222.9","41","0","0","0","0","0","0","243.8669","1083.4875","8.2274","57.5215","46.5778","327.4906","1.9444","3.8003","1.7281","0.4764","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Josh Jacobs","GB","rb","11","17","220","40","0","0","0","0","0","0","265.2634","1128.55","10.3839","42.3264","35.0717","236.951","1.0482","3.9656","1.7869","0.4445","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Ja'Marr Chase","CIN","wr","6","17","261.9","40","0","0","0","0","0","0","2.1668","12.9554","0.0651","174.3904","123.1429","1415.4206","9.6051","1.3567","0.7455","0.4707","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Puka Nacua","LA","wr","11","17","261.2","40","0","0","0","0","0","0","11.956","72.7624","0.6247","173.3563","125.4417","1423.798","7.6192","1.5139","0.8174","0.5106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Kyren Williams","LA","rb","11","17","218.5","40","0","0","0","0","0","0","240.4003","1066.4167","8.5964","50.9159","40.257","297.0863","2.1481","3.6853","1.6698","0.4582","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Javonte Williams","DAL","rb","14","17","218.2","40","0","0","0","0","0","0","273.7056","1187.7697","9.3676","39.5065","32.9983","217.68","1.2881","4.0574","1.8248","0.4571","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Omarion Hampton","LAC","rb","7","17","217.3","40","0","0","0","0","0","0","231.1048","981.0171","6.7546","69.9269","58.8006","402.2631","1.9429","3.7594","1.7249","0.4283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Jeremiyah Love","ARZ","rb","14","17","216.7","39","0","0","0","0","0","0","250.3274","1102.0479","8.6067","51.2138","40.8025","280.3601","1.5102","3.8254","1.7321","0.4297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Breece Hall","NYJ","rb","13","17","213.6","38","0","0","0","0","0","0","250.2747","1088.8201","6.4009","58.401","47.5489","347.5343","1.7645","3.8974","1.772","0.3952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Jaxon Smith-Njigba","SEA","wr","11","17","255.7","38","0","0","0","0","0","0","3.5272","21.1041","0.1015","172.4444","122.7064","1400.0217","8.6872","1.3704","0.751","0.4962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Quinshon Judkins","CLV","rb","11","17","202.5","35","0","0","0","0","0","0","279.5083","1167.6984","6.9263","44.0878","35.7687","240.1229","0.8786","4.1658","1.8758","0.379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Bucky Irving","TB","rb","10","17","196.6","33","0","0","0","0","0","0","232.2272","994.165","6.6358","49.719","41.3503","292.0082","1.6573","3.5865","1.6277","0.3999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Justin Jefferson","MIN","wr","6","17","232.8","31","0","0","0","0","0","0","0","0","0","174.2632","114.7445","1306.7407","7.5353","1.2369","0.6826","0.4435","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Amon-Ra St. Brown","DET","wr","6","17","231.9","31","0","0","0","0","0","0","1.7637","10.7722","0.0788","152.3485","114.4123","1240.7025","8.2474","1.2572","0.6912","0.4624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Drake London","ATL","wr","11","17","230.4","30","0","0","0","0","0","0","0","0","0","165.9433","108.1003","1268.4883","8.3264","1.1653","0.6431","0.4138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","CeeDee Lamb","DAL","wr","14","17","230.2","30","0","0","0","0","0","0","3.2977","19.7461","0.1392","161.0648","109.0759","1261.1628","7.8695","1.2204","0.6685","0.4397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","David Montgomery","HST","rb","8","17","186.4","29","0","0","0","0","0","0","246.5647","1070.9165","7.5185","33.538","27.3624","190.4662","0.6829","3.6296","1.6298","0.3388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","D'Andre Swift","CHI","rb","10","17","184.6","29","0","0","0","0","0","0","222.8367","964.5252","7.128","44.0505","35.5599","240.7373","0.9921","3.3971","1.5374","0.348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Travis Etienne Jr.","NO","rb","8","17","178.8","27","0","0","0","0","0","0","214.2023","921.6389","5.4633","46.9857","39.1414","260.9622","1.7638","3.3189","1.5073","0.3216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Rhamondre Stevenson","NE","rb","11","17","177.5","27","0","0","0","0","0","0","188.0845","804.7125","5.9216","51.3455","41.7961","309.2363","1.9438","2.9943","1.3677","0.3713","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Trey McBride","ARZ","te","14","17","193.1","24","0","0","0","0","0","0","0","0","0","143.5178","105.9658","993.5325","6.8934","1.1423","0.6304","0.3459","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Tony Pollard","TEN","rb","9","17","168.9","24","0","0","0","0","0","0","246.2866","1044.3159","6.5089","27.303","21.6853","142.1861","0.483","3.5647","1.5944","0.2984","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Cam Skattebo","NYG","rb","8","17","166.9","23","0","0","0","0","0","0","183.6602","783.5096","6.4216","46.4047","37.0454","253.9522","1.3375","2.8832","1.3131","0.3316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","TreVeyon Henderson","NE","rb","11","17","165.7","23","0","0","0","0","0","0","184.7407","779.6316","6.1222","44.8598","37.0458","261.3152","1.377","2.8979","1.3196","0.3487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Bhayshul Tuten","JAX","rb","7","17","165.3","23","0","0","0","0","0","0","180.0023","765.2238","6.1837","46.7579","37.3095","254.5737","1.5691","2.8366","1.2929","0.3514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","A.J. Brown","NE","wr","11","17","207.1","22","0","0","0","0","0","0","0","0","0","140.5246","91.2456","1158.1639","7.6572","0.9836","0.5428","0.4031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Rico Dowdle","PIT","rb","9","17","163.9","22","0","0","0","0","0","0","204.8066","879.1956","5.6771","37.5249","30.8092","205.6051","1.3392","3.102","1.4019","0.343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Brock Bowers","LV","te","13","17","184.8","22","0","0","0","0","0","0","3.1623","17.7285","0.116","129.4444","97.1033","949.0343","6.5737","1.0895","0.5965","0.3118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","Jadarian Price","SEA","rb","11","17","159.8","21","0","0","0","0","0","0","175.7448","769.298","6.1396","40.7696","33.1095","236.2898","1.2813","2.7338","1.2426","0.3173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Nico Collins","HST","wr","8","17","202","21","0","0","0","0","0","0","0.8651","5.0319","0.041","144.3837","91.531","1160.3472","6.6394","0.9984","0.5497","0.3565","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","DeVonta Smith","PHI","wr","10","17","199.1","20","0","0","0","0","0","0","0","0","0","140.847","97.7111","1116.8283","6.483","1.0533","0.5813","0.4373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","George Pickens","DAL","wr","14","17","196.4","19","0","0","0","0","0","0","0","0","0","133.7142","86.8864","1099.7566","7.2148","0.9366","0.5169","0.3615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Jonathon Brooks","CAR","rb","5","17","152.1","18","0","0","0","0","0","0","189.6644","783.6762","5.1849","40.4121","32.3764","218.915","1.1077","2.9141","1.3211","0.2926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Chris Olave","NO","wr","8","17","194","18","0","0","0","0","0","0","0","0","0","143.2216","91.9521","1108.1732","6.2693","0.9912","0.5471","0.3307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Zay Flowers","BLT","wr","13","17","193.6","18","0","0","0","0","0","0","8.8044","55.378","0.3245","126.0331","87.3931","1070.4769","5.947","1.0611","0.5723","0.4402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Tetairoa McMillan","CAR","wr","5","17","191","17","0","0","0","0","0","0","0","0","0","144.4872","89.7023","1074.0356","6.5281","0.967","0.5337","0.3462","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Garrett Wilson","NYJ","wr","13","17","190.9","17","0","0","0","0","0","0","0","0","0","140.616","94.5593","1073.4218","6.1341","1.0193","0.5626","0.3178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","J.K. Dobbins","DEN","rb","10","17","147.9","17","0","0","0","0","0","0","203.003","892.3509","6.0428","22.3908","18.4556","120.1785","0.5415","2.9445","1.3176","0.284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Jordan Mason","MIN","rb","6","17","147.6","17","0","0","0","0","0","0","207.3909","921.8525","6.1551","18.8693","15.6599","102.0342","0.4199","2.9737","1.3271","0.2838","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Jaylen Warren","PIT","rb","9","17","147.6","17","0","0","0","0","0","0","128.5447","565.1522","3.9957","59.2189","50.0783","331.0032","1.7514","2.2783","1.0627","0.3055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Josh Allen","BUF","qb","7","17","302.3","17","356.4689","493.1034","3667.4657","25.5644","9.6954","31.2505","91.5576","463.0825","4.706","0","0","0","0","5.1782","2.5399","1.6457","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Malik Nabers","NYG","wr","8","17","188.9","16","0","0","0","0","0","0","3.3317","19.9212","0.1423","139.7665","88.2934","1046.2862","6.2614","0.9968","0.5451","0.3757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Colston Loveland","CHI","te","10","17","167.2","16","0","0","0","0","0","0","0.452","2.7039","0.0218","126.5039","84.3241","874.3793","6.2634","0.9151","0.5044","0.3305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Tucker Kraft","GB","te","11","17","167","16","0","0","0","0","0","0","2.185","13.058","0.0769","110.2714","84.1457","809.0705","7.1037","0.9366","0.5136","0.3276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Ladd McConkey","LAC","wr","7","17","186.9","16","0","0","0","0","0","0","0","0","0","131.9589","89.2004","1042.3528","6.4103","0.9616","0.5307","0.336","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Rashee Rice","KC","wr","5","17","184.5","15","0","0","0","0","0","0","7.0109","41.0811","0.3663","130.3718","96.2594","894.7546","6.8499","1.1325","0.6144","0.3454","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Chuba Hubbard","CAR","rb","5","17","142","15","0","0","0","0","0","0","174.8211","732.6067","4.917","35.9834","29.7458","194.9062","1.132","2.685","1.2171","0.2667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Tee Higgins","CIN","wr","6","17","184.1","15","0","0","0","0","0","0","0","0","0","120.3358","77.2683","956.8806","8.3361","0.8329","0.4597","0.3225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Kenneth Gainwell","TB","rb","10","17","140.5","14","0","0","0","0","0","0","129.0151","555.2559","4.1681","50.849","41.2237","295.4301","1.7469","2.1892","1.0129","0.2851","544.0246","0.139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Emeka Egbuka","TB","wr","10","17","182.7","14","0","0","0","0","0","0","0.8601","5.0967","0.029","135.0323","80.5776","997.928","7.0366","0.8802","0.4845","0.3667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Sam LaPorta","DET","te","6","17","162.2","14","0","0","0","0","0","0","0","0","0","107.9865","82.7513","811.9808","6.655","0.892","0.4923","0.3261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Harold Fannin Jr.","CLV","te","11","17","161.7","14","0","0","0","0","0","0","6.5097","37.3257","0.3401","119.2004","86.1934","796.5793","5.6169","1.0172","0.5515","0.2817","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Jacory Croskey-Merritt","WAS","rb","7","17","139.4","14","0","0","0","0","0","0","184.7614","799.2392","6.5077","19.7175","16.1139","109.6876","0.5343","2.6725","1.1952","0.2769","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Jalen Hurts","PHI","qb","10","17","293.7","14","341.2972","478.8033","3505.3536","22.655","9.0354","33.8298","98.3641","489.8196","5.7177","0","0","0","0","5.5758","2.7398","1.5641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Terry McLaurin","WAS","wr","7","17","180.6","14","0","0","0","0","0","0","0","0","0","126.2987","81.278","985.4881","6.9428","0.8762","0.4835","0.3446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Jameson Williams","DET","wr","6","17","180.6","14","0","0","0","0","0","0","8.3777","51.1679","0.413","116.1584","74.739","1014.5156","5.7422","0.919","0.4945","0.3616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Jaylen Waddle","DEN","wr","10","17","179.2","13","0","0","0","0","0","0","0","0","0","131.9876","84.2457","1017.1041","5.9563","0.9081","0.5012","0.329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Drake Maye","NE","qb","11","17","292","13","366.4956","521.7998","3966.2588","27.0538","11.3867","49.885","84.973","450.8059","1.1843","0","0","0","0","7.406","3.6816","1.5255","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Luther Burden III","CHI","wr","10","17","178.5","13","0","0","0","0","0","0","4.52","27.0386","0.1753","132.1514","90.2409","1009.9514","4.8428","1.0339","0.5638","0.3495","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Blake Corum","LA","rb","11","17","135.4","13","0","0","0","0","0","0","165.2485","708.3619","5.7131","29.0948","23.0709","166.1506","0.6235","2.4836","1.1205","0.2981","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Christian Watson","GB","wr","11","17","177.7","13","0","0","0","0","0","0","0.874","5.2232","0.0382","116.9545","69.7425","999.321","7.0437","0.7636","0.4201","0.3457","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Lamar Jackson","BLT","qb","13","17","290.3","13","315.5355","447.1335","3459.8999","26.192","8.7691","34.2311","86.6662","526.1045","2.385","0","0","0","0","5.475","2.6976","1.558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Davante Adams","LA","wr","11","17","176.3","12","0","0","0","0","0","0","0","0","0","117.5914","73.4283","927.5942","7.8393","0.7915","0.4368","0.3358","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","DJ Moore","BUF","wr","7","17","176.3","12","0","0","0","0","0","0","6.6239","40.618","0.2762","115.301","77.9316","942.4071","6.2718","0.9297","0.503","0.3793","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Tyler Warren","IND","te","13","17","156","12","0","0","0","0","0","0","5.7514","34.7738","0.3005","112.5636","81.5069","775.1417","5.4774","0.9564","0.5191","0.3148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","George Kittle","SF","te","8","13","154.6","12","0","0","0","0","0","0","0.3261","1.9365","0.0137","96.0166","73.5104","811.9676","6.1252","0.7968","0.4393","0.2742","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Carnell Tate","TEN","wr","9","17","174.8","12","0","0","0","0","0","0","0","0","0","134.8083","85.2438","989.5882","5.6147","0.9189","0.5071","0.2801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Kyle Monangai","CHI","rb","10","17","131.9","12","0","0","0","0","0","0","164.0765","698.3603","5.5596","28.2375","22.1121","150.7813","0.7205","2.4574","1.1078","0.2453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Kyle Pitts","ATL","te","11","17","153.7","12","0","0","0","0","0","0","0","0","0","113.2248","79.541","839.1484","5.0619","0.8574","0.4732","0.2824","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Parker Washington","JAX","wr","7","17","172.7","11","0","0","0","0","0","0","9.7518","53.035","0.4684","118.9662","74.9677","921.7638","5.6121","0.94","0.504","0.3316","305.0477","0.2625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","RJ Harvey","DEN","rb","10","17","130.2","11","0","0","0","0","0","0","104.4375","437.8707","3.1609","58.923","46.8068","325.4819","2.1285","1.917","0.8999","0.2642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
